open_time,open,high,low,close,volume,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
2024-05-01 00:00:00,60651.2,60816.7,60567.8,60568.0,2290.474,1038.252,63032880.2694
2024-05-01 00:15:00,60568.0,60700.0,60350.0,60390.8,2640.976,1220.905,73879218.3276
2024-05-01 00:30:00,60390.9,60402.0,60060.6,60331.2,4442.82,2184.293,131559532.448
2024-05-01 00:45:00,60330.0,60414.1,60154.9,60217.2,1526.114,701.43,42274956.6608
2024-05-01 01:00:00,60217.3,60310.7,59835.0,59861.0,4148.92,1808.59,108573845.4405
2024-05-01 01:15:00,59861.1,60315.9,59833.0,60274.9,3453.111,2013.859,121004927.3078
2024-05-01 01:30:00,60275.0,60389.0,60214.5,60219.9,1790.202,886.654,53483867.267
2024-05-01 01:45:00,60219.8,60224.2,60007.1,60110.6,1898.323,827.905,49783227.4768
2024-05-01 02:00:00,60110.6,60159.2,59555.0,59555.0,6066.146,2564.892,153327325.6134
2024-05-01 02:15:00,59555.1,59849.0,59555.0,59716.6,3530.007,1897.021,113267492.3398
2024-05-01 02:30:00,59716.6,59922.1,59628.0,59797.1,2423.79,1299.983,77726102.5988
2024-05-01 02:45:00,59797.1,59963.5,59790.7,59902.4,1289.764,724.744,43399305.6268
2024-05-01 03:00:00,59902.3,60082.8,59873.0,60024.3,2078.512,1170.195,70221180.6353
2024-05-01 03:15:00,60024.3,60099.0,59970.4,59980.2,1188.665,542.968,32600679.859
2024-05-01 03:30:00,59980.2,60218.3,59977.7,60150.1,1862.832,1041.015,62587665.3816
2024-05-01 03:45:00,60150.0,60294.8,60086.4,60214.0,1211.785,630.441,37956325.6057
2024-05-01 04:00:00,60214.0,60331.8,60186.8,60275.5,1548.246,740.429,44618703.7664
2024-05-01 04:15:00,60275.6,60285.5,60156.2,60181.3,1132.175,449.214,27052951.0344
2024-05-01 04:30:00,60181.3,60296.0,60168.9,60260.8,1083.598,622.042,37479423.3168
2024-05-01 04:45:00,60260.7,60311.7,60181.7,60262.6,937.56,514.373,30996098.6683
2024-05-01 05:00:00,60262.6,60317.1,60112.0,60146.9,1359.007,675.906,40697748.6731
2024-05-01 05:15:00,60146.8,60196.8,59969.9,60007.6,2359.829,895.031,53767746.3268
2024-05-01 05:30:00,60007.6,60232.9,59965.0,60030.0,2085.412,973.893,58522730.4479
2024-05-01 05:45:00,60030.0,60057.4,59923.4,60030.1,1606.004,799.072,47938332.7393
2024-05-01 06:00:00,60030.1,60093.8,59855.7,59905.2,1907.355,842.04,50491301.9505
2024-05-01 06:15:00,59905.1,59976.0,59700.0,59706.8,2121.025,859.498,51416166.9884
2024-05-01 06:30:00,59706.8,59833.2,59611.3,59790.2,2989.54,1563.474,93372809.1809
2024-05-01 06:45:00,59790.3,59841.1,59455.6,59504.0,3419.152,1343.179,80100194.197
2024-05-01 07:00:00,59504.0,59553.8,57600.0,58485.6,32412.739,12989.206,761850087.5579
2024-05-01 07:15:00,58485.7,58625.0,57310.0,57973.9,23334.011,10464.682,607347316.1072
2024-05-01 07:30:00,57973.8,58129.0,57030.0,57694.1,23510.714,11173.588,643262057.15328
2024-05-01 07:45:00,57694.2,57909.6,57314.4,57482.0,9776.559,4867.292,280466689.8324
2024-05-01 08:00:00,57482.0,57573.4,56913.4,57333.7,14869.983,6965.147,398745217.17004
2024-05-01 08:15:00,57333.8,57333.8,56537.7,57010.1,23216.874,10263.657,583868077.87311
2024-05-01 08:30:00,57010.0,57175.0,56814.0,56862.2,8061.907,3946.534,224998739.70039
2024-05-01 08:45:00,56862.1,57153.3,56780.1,57153.1,6290.485,3512.867,200229756.97193
2024-05-01 09:00:00,57153.0,57640.0,57016.8,57328.1,9707.658,5357.723,307318050.62969
2024-05-01 09:15:00,57328.0,57516.0,57107.8,57401.7,5698.861,2950.851,169010617.4059
2024-05-01 09:30:00,57401.6,57454.3,57259.8,57359.9,2169.985,986.462,56579971.9635
2024-05-01 09:45:00,57359.9,57373.8,57090.0,57090.0,3420.228,1412.395,80771131.2325
2024-05-01 10:00:00,57090.0,57148.1,56855.0,56954.7,5577.685,2653.666,151158048.82405
2024-05-01 10:15:00,56954.8,57500.0,56888.7,57419.3,6667.777,3729.828,213606059.6299
2024-05-01 10:30:00,57419.3,57683.7,57301.0,57567.9,3903.553,2096.167,120575182.2662
2024-05-01 10:45:00,57567.4,57753.6,57445.1,57742.7,3794.989,1992.219,114757270.2046
2024-05-01 11:00:00,57742.7,57843.9,57536.2,57599.1,4533.647,1998.241,115295735.543
2024-05-01 11:15:00,57599.1,57687.7,57470.9,57555.1,2023.06,851.0,49011538.2748
2024-05-01 11:30:00,57555.2,57620.0,57433.0,57619.9,1990.757,984.356,56617296.2667
2024-05-01 11:45:00,57619.9,57881.0,57604.0,57862.1,3392.178,1701.372,98279585.0184
2024-05-01 12:00:00,57862.2,58229.8,57693.8,58185.3,7647.941,4177.247,242273747.6806
2024-05-01 12:15:00,58185.3,58188.0,57910.3,58028.0,4805.612,2196.952,127514659.4077
2024-05-01 12:30:00,58027.9,58257.8,57991.4,58096.5,3607.851,1780.332,103550348.8101
2024-05-01 12:45:00,58096.5,58115.0,57772.5,57946.3,4414.777,2031.302,117655935.4336
2024-05-01 13:00:00,57946.3,57975.0,57682.8,57828.0,4300.8,1922.551,111091995.8124
2024-05-01 13:15:00,57828.0,57830.0,57636.9,57675.0,3117.601,1471.161,84889064.9006
2024-05-01 13:30:00,57675.0,57676.1,57142.6,57505.1,10864.625,5300.952,304664897.7538
2024-05-01 13:45:00,57505.1,57749.1,57233.0,57283.4,5953.751,2754.116,158235927.6868
2024-05-01 14:00:00,57283.5,57537.7,57035.4,57253.1,7236.783,3542.282,202934269.21299
2024-05-01 14:15:00,57253.1,57473.6,57135.3,57414.4,4246.58,2381.624,136551783.4781
2024-05-01 14:30:00,57414.4,57575.0,57189.8,57442.3,4579.13,2380.914,136662912.4823
2024-05-01 14:45:00,57442.4,57566.9,57300.0,57461.5,2173.41,1189.731,68326103.8416
2024-05-01 15:00:00,57461.5,57496.8,56920.0,56963.0,6285.767,2622.504,149887780.95904
2024-05-01 15:15:00,56963.0,57175.0,56651.2,57075.7,10469.816,5285.147,300709836.46473
2024-05-01 15:30:00,57075.7,57134.0,56915.0,56957.2,2919.048,1524.611,86956270.74367
2024-05-01 15:45:00,56957.1,56989.7,56717.1,56865.2,4047.53,1989.978,113127270.09718
2024-05-01 16:00:00,56865.3,57030.7,56729.9,56999.5,5215.787,2776.121,157987125.86319
2024-05-01 16:15:00,56999.6,57411.1,56956.2,57320.1,6547.762,3635.716,208017266.29301
2024-05-01 16:30:00,57320.1,57434.7,56931.3,56994.0,4095.63,1585.014,90613646.61519
2024-05-01 16:45:00,56994.1,57095.1,56884.8,57021.7,2089.709,1063.217,60597101.40698
2024-05-01 17:00:00,57021.7,57132.8,56729.7,56750.0,3247.856,1338.77,76208856.42022
2024-05-01 17:15:00,56749.9,57233.3,56600.0,57160.0,5587.711,3065.274,174486771.47208
2024-05-01 17:30:00,57160.0,57341.6,57116.1,57179.9,3366.384,1808.76,103509754.2071
2024-05-01 17:45:00,57180.0,57760.0,57135.3,57398.6,7338.499,3976.322,228632994.8634
2024-05-01 18:00:00,57398.5,58147.1,57256.7,57826.7,18667.12,9584.476,554297934.2754
2024-05-01 18:15:00,57826.8,58061.7,57516.4,57970.8,7432.92,3601.773,208161430.1672
2024-05-01 18:30:00,57970.8,58709.5,57652.1,58683.0,19124.151,10076.104,587364179.5793
2024-05-01 18:45:00,58683.0,59438.2,58450.3,58884.4,23737.87,12026.513,710171513.401
2024-05-01 19:00:00,58884.4,59232.8,58511.8,58542.0,12987.072,6061.748,356593568.5467
2024-05-01 19:15:00,58541.9,58568.8,58005.0,58040.3,10514.192,4867.406,283759740.5837
2024-05-01 19:30:00,58040.3,58040.4,56987.1,57496.2,22533.942,10249.776,588088230.07309
2024-05-01 19:45:00,57496.1,57644.0,56860.0,56935.7,10868.805,5019.543,287399473.63275
2024-05-01 20:00:00,56935.7,57300.0,56935.6,57086.3,5943.369,3123.506,178430629.47867
2024-05-01 20:15:00,57086.3,57350.0,56729.0,57330.0,6728.508,3533.74,201500729.00805
2024-05-01 20:30:00,57330.0,57474.9,57136.5,57370.6,3162.236,1533.064,87883999.0097
