open_time,open,high,low,close,volume,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,return,log_return,volatility,price_range,ma_7,ma_25,ma_99,atr,ema_12,ema_26,macd,macd_signal,macd_hist,rsi,bb_middle,bb_upper,bb_lower,bb_width,bb_pct,volume_change,volume_ma_7,volume_relative,obv,hour,day_of_week,is_weekend,month,target_binary,target_pct_change,target_abs_change,target_multiclass,target_log_return,target_normalized_change
2024-12-02 05:15:00,96959.4,97000.0,96761.3,96761.3,1255.041,396.161,38389791.1396,-0.002042093950760826,-0.002044181867578474,0.0027300740989844763,0.002461855168245648,96666.15714285716,97354.66,97143.62020202019,264.57599999999917,96991.1926629701,97199.97054988437,-208.77788691426395,-129.12019846801047,-79.65768844625347,29.007803790412723,97341.94499999999,98473.60211465886,96210.28788534112,0.023251171212140227,0.24345365195931207,0.18815725197199273,3519.029571428571,0.3566440618146066,14376.171,5,0,0,12,0,0.1505964862889897,-145.5,2,-0.001504832034995872,-0.25714502761530905
2024-12-02 05:30:00,96761.3,96775.2,96560.1,96615.8,1232.785,474.37,45866814.89,-0.0015037003430090623,-0.001504832034995872,0.002687272485519992,0.002222996177190584,96675.58571428571,97311.204,97144.06060606061,266.2413333333324,96933.4399454558,97156.69409877119,-223.25415331538534,-147.9469894375407,-75.30716387784463,29.401129943503065,97290.855,98458.0151242693,96123.6948757307,0.023993213427290768,0.21081302986485634,-0.01773328520741546,2883.090714285714,0.4275914711568216,13143.386,5,0,0,12,0,0.17719962382667376,-170.90000000000873,2,-0.0017704281051431786,-0.29284756469384743
2024-12-02 05:45:00,96615.9,96630.0,96420.0,96444.9,1416.754,666.18,64285912.9661,-0.0017688618217724938,-0.0017704281051431786,0.0026921619679365406,0.0021735552843786584,96703.52857142857,97272.40400000001,97143.90707070708,266.75199999999916,96858.27995369934,97103.96346702315,-245.68351332380553,-167.49429421483956,-78.18921910896597,28.881770899403918,97236.87500000001,98457.18739809628,96016.56260190374,0.025099786435881857,0.1755031739268039,0.14923040108372487,2057.9725714285714,0.6884221974914562,11726.632000000001,5,0,0,12,0,0.1728319406721024,-166.39999999999418,2,-0.0017268275813883906,-0.27271705222300524
2024-12-02 06:00:00,96444.8,96444.9,96222.2,96278.5,2006.739,977.16,94105812.8924,-0.0017253374724842674,-0.0017268275813883906,0.0026997187994608385,0.002309092869703676,96668.62857142858,97232.94,97141.77171717172,268.6719999999992,96769.0830375971,97042.81250260826,-273.729465011158,-188.74132837414317,-84.98813663701486,29.069841675178964,97168.405,98444.03070236192,95892.77929763807,0.0262559769785647,0.15118882507922707,0.4164343280484828,1678.5318571428572,1.1955322691437065,9719.893000000002,6,0,0,12,1,-0.027309126855568078,26.30000000000291,2,0.0002731285647665027,0.04123466617410872
2024-12-02 06:15:00,96278.6,96384.5,96221.1,96304.8,1895.229,973.346,93734825.5669,0.00027316586776904295,0.0002731285647665027,0.0027008585223872203,0.0016971580392734643,96592.12857142858,97192.54800000001,97139.68787878788,268.90799999999894,96697.65487786617,96988.14033822379,-290.4854603576241,-209.09015477086996,-81.39530558675415,26.381526636628692,97075.67,98317.13332349325,95834.20667650674,0.025577229052207526,0.18953170608741574,-0.05556776441779421,1477.0417142857143,1.2831248986874537,11615.122000000001,6,0,0,12,1,-0.05199527994942388,50.09999999999127,2,0.0005200880218259948,0.08071120435361602
2024-12-02 06:30:00,96304.7,96433.7,96233.0,96354.9,1242.472,697.858,67244372.5092,0.0005202232910508364,0.0005200880218259948,0.002600458330656756,0.002084010437704464,96531.35714285714,97153.51200000002,97139.38787878788,269.4893333333323,96644.9233581316,96941.23001449794,-296.3066563663451,-226.53345508998595,-69.77320127635917,28.206751757922987,97003.075,98234.28371354767,95771.86628645232,0.02538494194225649,0.2367728993192738,-0.3444211754885558,1443.616,0.8606665484450159,12857.594000000001,6,0,0,12,0,0.005189418982265437,-5.0,2,-5.189284336580939e-05,-0.008122099762586512
2024-12-02 06:45:00,96354.9,96507.0,96325.9,96349.9,1300.137,723.849,69809679.2095,-5.189149695550288e-05,-5.189284336580939e-05,0.0025990231045039495,0.0018795100197292077,96444.3,97102.004,97137.49191919192,270.6079999999991,96599.5351491425,96897.42465082608,-297.8895016835886,-240.80466440872019,-57.08483727486842,29.292265097767583,96916.6,98069.99401402073,95763.20598597928,0.023801784503804855,0.25433373456461,0.04641150866981314,1478.4509999999998,0.8793913359319991,11557.457,6,0,0,12,1,-0.09114683246611577,87.90000000000873,2,0.0009118839644954038,0.15241972635801926
2024-12-02 07:00:00,96349.9,96538.4,96349.8,96437.8,984.703,511.367,49329858.6152,0.0009122998570834095,0.0009118839644954038,0.002589564607646599,0.0019574488401128726,96398.08571428571,97058.536,97137.51414141414,270.59333333333234,96574.65281848397,96863.37612028785,-288.72330180388235,-250.38839188776,-38.33490991612234,36.60476414355115,96843.895,97919.1015485291,95768.68845147091,0.022204942263610833,0.3111548890045603,-0.2426159704708042,1439.8312857142857,0.6839016555411899,12542.16,7,0,0,12,0,0.5532431350305345,-530.6000000000058,3,-0.005517183663982828,-0.9869731554850865
2024-12-02 07:30:00,95907.2,96082.8,95800.0,96035.2,2365.755,1203.209,115458553.8638,0.0013346234693536463,0.0013337336510780833,0.002456100847790467,0.0029486837276033804,96238.32857142857,96903.93600000002,97128.22121212119,279.29466666666576,96404.77272792315,96736.44116467351,-331.66843675036216,-277.8744400178951,-53.793996732467065,45.422670714499404,96672.685,97699.6690920716,95645.70090792839,0.021246623947014792,0.18963248558501014,-0.6464039322280742,2355.084714285714,1.004530743904693,8217.357,7,0,0,12,1,-0.019155971249396053,18.40000000000873,2,0.00019157806239900285,0.03583307695232448
2024-12-02 07:45:00,96035.3,96100.0,95974.2,96053.6,1288.563,503.015,48312514.374,0.0001915964146479432,0.00019157806239900285,0.002348065280451659,0.0013099349926537732,96206.2,96833.80799999999,97124.80505050506,275.7093333333325,96350.74615436856,96685.85767222558,-335.11151785701804,-289.32185558572417,-45.78966227129388,38.74064119792685,96588.83499999999,97521.66015826623,95656.00984173376,0.01931538274100178,0.21311076075886315,-0.4553269463659593,2252.488142857143,0.5720620568353079,9505.92,7,0,0,12,0,0.06844612706393693,-65.70000000001164,2,-0.0006842271338562268,-0.1408624101050561
2024-12-02 08:00:00,96053.5,96177.9,95851.0,95987.9,1537.084,900.68,86473958.3746,-0.0006839931038504776,-0.0006842271338562268,0.0023376881450964727,0.003403311696085975,96160.92857142857,96750.148,97119.49393939393,274.6773333333324,96294.92366905668,96634.15458129131,-339.23091223463416,-299.30366691550927,-39.92724531912489,26.733267823998418,96505.09,97325.96639148954,95684.21360851046,0.017012084885668497,0.1849769311421394,0.1928667826097754,2201.3245714285713,0.6982541420516167,7968.836,8,0,0,12,0,0.7344044009692574,-699.7999999999884,3,-0.0073172078291137655,-1.7050070077665525
2024-12-02 08:30:00,95288.1,95468.3,94919.3,95126.3,6104.936,2785.038,265099002.4392,-0.0016980084606577073,-0.0016994517110228825,0.002685804626710193,0.005761474937584021,95833.72857142858,96539.98,97093.24242424243,286.44533333333226,95984.0696091089,96430.13112729658,-446.0615181876783,-343.8729880591551,-102.18853012852321,12.658898305085103,96292.4,97234.21111973825,95350.58888026174,0.019561483974607618,-0.11907317484426821,-0.15291213268712556,3739.7954285714286,1.6324251196627715,-5343.0689999999995,8,0,0,12,0,0.003364061936572682,-3.1999999999970896,2,-3.364005353287835e-05,-0.0067954177497626675
