open_time,open,high,low,close,volume,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
2024-12-02 00:15:00,97314.5,97400.0,97201.1,97330.8,952.677,486.138,47306239.9324
2024-12-02 00:30:00,97330.8,97690.0,97290.0,97637.6,1652.356,875.146,85350058.8763
2024-12-02 00:45:00,97637.6,97637.7,97328.0,97524.5,1213.936,588.538,57366199.4499
2024-12-02 01:00:00,97524.5,97657.5,97481.6,97647.9,1266.021,570.213,55635445.9795
2024-12-02 01:15:00,97648.0,98199.3,97587.9,98159.5,3534.931,2143.812,209985370.6655
2024-12-02 01:30:00,98159.4,98266.0,97773.1,97806.8,2864.172,1314.078,128761118.2042
2024-12-02 01:45:00,97806.8,98127.8,97719.0,98079.4,1307.234,640.159,62719356.9634
2024-12-02 02:00:00,98079.4,98161.4,97780.0,97891.9,1079.301,395.599,38745321.4495
2024-12-02 02:15:00,97892.0,97924.3,97548.0,97776.7,1685.978,852.68,83319933.622
2024-12-02 02:30:00,97776.8,97787.7,97571.9,97589.9,879.263,370.758,36199127.8721
2024-12-02 02:45:00,97589.9,97766.5,97530.0,97730.6,962.993,521.795,50954654.4653
2024-12-02 03:00:00,97730.6,97757.7,97470.7,97662.8,1460.349,652.211,63629418.9301
2024-12-02 03:15:00,97662.8,97713.5,97520.0,97546.6,907.153,338.624,33060798.0997
2024-12-02 03:30:00,97546.6,97546.7,97050.0,97121.6,2479.827,716.553,69716167.4544
2024-12-02 03:45:00,97121.7,97232.2,96402.5,96549.8,5684.357,2335.851,226122178.8381
2024-12-02 04:00:00,96549.9,96719.0,96155.6,96249.3,7192.581,4125.236,397742556.0488
2024-12-02 04:15:00,96249.3,96571.0,96221.1,96522.8,4662.824,2297.903,221463214.598
2024-12-02 04:30:00,96522.8,96950.7,96485.0,96840.3,3305.66,2016.881,195113387.4223
2024-12-02 04:45:00,96840.4,96864.1,96649.0,96780.3,1476.452,573.197,55444416.6304
2024-12-02 05:00:00,96780.3,96966.0,96717.8,96959.3,1056.292,560.339,54277581.3189
